Flow.ID,Source.IP,Source.Port,Destination.IP,Destination.Port,Protocol,Timestamp,Flow.Duration,Total.Fwd.Packets,Total.Backward.Packets,Total.Length.of.Fwd.Packets,Total.Length.of.Bwd.Packets,Fwd.Packet.Length.Max,Fwd.Packet.Length.Min,Fwd.Packet.Length.Mean,Fwd.Packet.Length.Std,Bwd.Packet.Length.Max,Bwd.Packet.Length.Min,Bwd.Packet.Length.Mean,Bwd.Packet.Length.Std,Flow.Bytes.s,Flow.Packets.s,Flow.IAT.Mean,Flow.IAT.Std,Flow.IAT.Max,Flow.IAT.Min,Fwd.IAT.Total,Fwd.IAT.Mean,Fwd.IAT.Std,Fwd.IAT.Max,Fwd.IAT.Min,Bwd.IAT.Total,Bwd.IAT.Mean,Bwd.IAT.Std,Bwd.IAT.Max,Bwd.IAT.Min,Fwd.PSH.Flags,Bwd.PSH.Flags,Fwd.URG.Flags,Bwd.URG.Flags,Fwd.Header.Length,Bwd.Header.Length,Fwd.Packets.s,Bwd.Packets.s,Min.Packet.Length,Max.Packet.Length,Packet.Length.Mean,Packet.Length.Std,Packet.Length.Variance,FIN.Flag.Count,SYN.Flag.Count,RST.Flag.Count,PSH.Flag.Count,ACK.Flag.Count,URG.Flag.Count,CWE.Flag.Count,ECE.Flag.Count,Down.Up.Ratio,Average.Packet.Size,Avg.Fwd.Segment.Size,Avg.Bwd.Segment.Size,Fwd.Header.Length.1,Fwd.Avg.Bytes.Bulk,Fwd.Avg.Packets.Bulk,Fwd.Avg.Bulk.Rate,Bwd.Avg.Bytes.Bulk,Bwd.Avg.Packets.Bulk,Bwd.Avg.Bulk.Rate,Subflow.Fwd.Packets,Subflow.Fwd.Bytes,Subflow.Bwd.Packets,Subflow.Bwd.Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active.Mean,Active.Std,Active.Max,Active.Min,Idle.Mean,Idle.Std,Idle.Max,Idle.Min,Label,L7Protocol,ProtocolName
172.217.29.69-10.200.7.217-443-36878-6,172.217.29.69,443,10.200.7.217,36878,6,26/04/201711:11:17,1067242,18,15,2778,136,662,0,154.333333333333,243.250778367656,38,0,9.06666666666667,15.7092632666511,2730.40228926523,30.9208220815897,33351.3125,128987.072716469,707713,0,359529,21148.7647058824,57974.3777721346,199946,0,1066742,76195.8571428571,239187.863361339,900401,0,1,0,0,0,576,480,16.8659029535944,14.0549191279953,0,662,94.1176470588235,192.271235924651,36968.2281639929,0,1,0,0,1,0,0,0,0,96.969696969697,154.333333333333,9.06666666666667,576,0,0,0,0,0,0,18,2778,15,136,349,904,11,32,0,0,0,0,0,0,0,0,BENIGN,126,GOOGLE
216.58.202.234-10.200.7.217-443-36488-6,216.58.202.234,443,10.200.7.217,36488,6,26/04/201711:11:17,1039966,26,25,9248,2718,1418,0,355.692307692308,534.055635246424,1079,0,108.72,294.701617459649,11506.1453932148,49.0400647713483,20799.32,69385.6415316069,449710,0,590256,23610.24,49795.9061505729,168772,0,1037195,43216.4583333333,127655.53459586,612031,0,0,0,0,0,832,848,25.0008173344129,24.0392474369354,0,1418,230.115384615385,443.827941129555,196983.2413273,0,0,0,0,1,0,0,0,0,234.627450980392,355.692307692308,108.72,832,0,0,0,0,0,0,26,9248,25,2718,340,815,18,32,0,0,0,0,0,0,0,0,BENIGN,126,GOOGLE
192.168.180.37-10.200.7.9-1984-3128-6,192.168.180.37,1984,10.200.7.9,3128,6,26/04/201711:11:18,325840,13,62,766,41096,207,0,58.9230769230769,89.1491835244548,2896,0,662.838709677419,1038.80997794605,128474.097716671,230.174318684017,4403.24324324324,18163.6732735793,93420,0,325840,27153.3333333333,41931.7209744459,98413,9,322643,5289.22950819672,19998.2238139569,93420,0,0,0,0,0,428,2024,39.8968819052296,190.277436778787,0,2896,550.815789473684,967.119237192275,935319.618947368,0,0,0,1,0,0,0,0,4,558.16,58.9230769230769,662.838709677419,428,0,0,0,0,0,0,13,766,62,41096,65535,215,5,32,0,0,0,0,0,0,0,0,BENIGN,130,HTTP_CONNECT
192.168.180.37-10.200.7.9-1984-3128-6,192.168.180.37,1984,10.200.7.9,3128,6,26/04/201711:11:18,131,1,1,0,0,0,0,0,0,0,0,0,0,0,15267.1755725191,131,0,131,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,7633.58778625954,7633.58778625954,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,32768,215,0,32,0,0,0,0,0,0,0,0,BENIGN,130,HTTP_CONNECT
207.244.80.182-10.200.7.199-443-46624-6,10.200.7.199,46624,207.244.80.182,443,6,26/04/201711:11:18,318278,14,9,424,13405,207,0,30.2857142857143,60.2589649524687,4438,0,1489.44444444444,1651.76103833992,43449.4372843866,72.2638699501694,14467.1818181818,30803.2732562418,91100,0,318278,24482.9230769231,39406.4386415501,95850,0,219361,27420.125,48081.769789859,117702,1,0,0,0,0,300,188,43.9867034479292,28.2771665022402,0,4438,576.208333333333,1213.76489304136,1473225.21557971,0,0,0,1,0,0,0,0,0,601.260869565217,30.2857142857143,1489.44444444444,300,0,0,0,0,0,0,14,424,9,13405,5840,282,13,20,0,0,0,0,0,0,0,0,BENIGN,91,SSL
192.168.180.37-10.200.7.9-1984-3128-6,10.200.7.9,3128,192.168.180.37,1984,6,26/04/201711:11:18,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2e+06,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,64,0,2e+06,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,215,-1,0,32,0,0,0,0,0,0,0,0,BENIGN,7,HTTP
192.168.180.37-10.200.7.9-1984-3128-6,10.200.7.9,3128,192.168.180.37,1984,6,26/04/201711:11:18,23,2,0,0,0,0,0,0,0,0,0,0,0,0,86956.5217391304,23,0,23,23,23,23,0,23,23,0,0,0,0,0,0,0,0,0,64,0,86956.5217391304,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,215,-1,0,32,0,0,0,0,0,0,0,0,BENIGN,7,HTTP
216.58.202.225-10.200.7.195-443-44857-6,216.58.202.225,443,10.200.7.195,44857,6,26/04/201711:11:18,45343,4,3,368,18,286,0,92,130.894359440479,6,6,6,0,8512.89063361489,154.378845687317,7557.16666666667,18368.9920618053,45052,0,45343,15114.3333333333,26174.4632482375,45338,0,1,0.5,0.707106781186548,1,0,1,0,0,0,128,60,88.2164832498952,66.1623624374214,0,286,84,125.7616793781,15816,0,1,0,0,1,0,0,0,0,96,92,6,128,0,0,0,0,0,0,4,368,3,18,349,0,2,32,0,0,0,0,0,0,0,0,BENIGN,124,YOUTUBE
179.1.4.223-10.200.7.195-80-36953-6,10.200.7.195,36953,179.1.4.223,80,6,26/04/201711:11:18,45023,3,3,171,0,171,0,57,98.726896031426,0,0,0,0,3798.05876996202,133.265219998667,9004.6,19896.7966341318,44597,54,372,186,125.865007051205,275,97,44914,22457,31310.6882709403,44597,317,0,0,0,0,104,104,66.6326099993337,66.6326099993337,0,171,24.4285714285714,64.6319248845779,4177.28571428571,0,0,0,1,0,0,0,0,1,28.5,57,0,104,0,0,0,0,0,0,3,171,3,0,14600,804,1,32,0,0,0,0,0,0,0,0,BENIGN,126,GOOGLE
192.168.72.43-10.200.7.7-56012-3128-6,192.168.72.43,56012,10.200.7.7,3128,6,26/04/201711:11:18,386860,9,0,1106,0,538,0,122.888888888889,235.359535840618,0,0,0,0,2858.91536990126,23.2642299539885,48357.5,98696.3681702625,271573,0,386860,48357.5,98696.3681702625,271573,0,0,0,0,0,0,0,0,0,0,204,0,23.2642299539885,0,0,538,110.6,225.276225504996,50749.3777777778,0,0,0,1,0,0,0,0,0,122.888888888889,122.888888888889,0,204,0,0,0,0,0,0,9,1106,0,0,8192,-1,7,20,0,0,0,0,0,0,0,0,BENIGN,131,HTTP_PROXY
179.1.4.217-10.200.7.217-443-51934-6,179.1.4.217,443,10.200.7.217,51934,6,26/04/201711:11:18,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2e+06,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,64,0,2e+06,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,348,-1,0,32,0,0,0,0,0,0,0,0,BENIGN,91,SSL
179.1.4.217-10.200.7.217-443-51934-6,179.1.4.217,443,10.200.7.217,51934,6,26/04/201711:11:18,689,2,5,110,0,55,55,55,0,0,0,0,0,159651.669085631,10159.6516690856,114.833333333333,162.079507238474,371,0,1,1,0,1,1,637,159.25,188.34786079663,371,0,1,0,0,0,64,184,2902.75761973875,7256.89404934688,0,55,20.625,28.4652043228721,810.267857142857,0,1,0,0,1,0,0,0,2,23.5714285714286,55,0,64,0,0,0,0,0,0,2,110,5,0,348,2534,1,32,0,0,0,0,0,0,0,0,BENIGN,91,SSL
192.168.32.49-10.200.7.9-54498-3128-6,192.168.32.49,54498,10.200.7.9,3128,6,26/04/201711:11:17,1064471,9,46,1917,16387,1013,0,213,345.927376771484,2808,0,356.239130434783,615.768830533833,17195.3956472276,51.6688571130637,19712.4259259259,85518.3790389918,605456,0,1064471,133058.875,199735.172522044,605456,188,401704,8926.75555555555,28265.6348111943,105724,0,0,0,0,0,192,980,8.4549038912286,43.2139532218351,0,2808,326.857142857143,576.561135402953,332422.742857143,0,0,0,1,0,0,0,0,5,332.8,213,356.239130434783,192,0,0,0,0,0,0,9,1917,46,16387,8192,157,8,20,0,0,0,0,0,0,0,0,BENIGN,130,HTTP_CONNECT
10.200.7.199-50.97.172.202-52427-443-6,10.200.7.199,52427,50.97.172.202,443,6,26/04/201711:11:17,1063818,10,5,1692,5205,1013,0,169.2,337.188308746842,4268,0,1041,1823.7447738102,6483.25183443033,14.100156229731,75987,162284.358018216,619003,0,1063818,118202,195973.618797276,619003,0,305861,76465.25,49008.7872622519,103935,3022,0,0,0,0,220,112,9.40010415315402,4.70005207657701,0,4268,431.0625,1066.43008639417,1137273.12916667,0,0,0,1,0,0,0,0,0,459.8,169.2,1041,220,0,0,0,0,0,0,10,1692,5,5205,5840,35,9,20,0,0,0,0,0,0,0,0,BENIGN,91,SSL
192.168.32.49-10.200.7.9-54498-3128-6,10.200.7.9,3128,192.168.32.49,54498,6,26/04/201711:11:18,2,2,0,12,0,6,6,6,0,0,0,0,0,6e+06,1e+06,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,40,0,1e+06,0,6,6,6,0,0,0,0,0,0,1,1,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,157,-1,1,20,0,0,0,0,0,0,0,0,BENIGN,7,HTTP
192.168.32.49-10.200.7.9-54498-3128-6,10.200.7.9,3128,192.168.32.49,54498,6,26/04/201711:11:18,152,2,0,12,0,6,6,6,0,0,0,0,0,78947.3684210526,13157.8947368421,152,0,152,152,152,152,0,152,152,0,0,0,0,0,0,0,0,0,40,0,13157.8947368421,0,6,6,6,0,0,0,0,0,0,1,1,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,157,-1,1,20,0,0,0,0,0,0,0,0,BENIGN,7,HTTP
179.1.4.223-10.200.7.195-80-36954-6,10.200.7.195,36954,179.1.4.223,80,6,26/04/201711:11:18,41147,3,3,171,0,171,0,57,98.726896031426,0,0,0,0,4155.8315308528,145.818650205361,8229.4,17680.2479139858,39855,27,915,457.5,166.170093578839,575,340,40599,20299.5,27655.6533189871,39855,744,0,0,0,0,104,104,72.9093251026806,72.9093251026806,0,171,24.4285714285714,64.6319248845779,4177.28571428571,0,0,0,1,0,0,0,0,1,28.5,57,0,104,0,0,0,0,0,0,3,171,3,0,14600,804,1,32,0,0,0,0,0,0,0,0,BENIGN,126,GOOGLE
172.19.1.68-10.200.7.4-50019-3128-6,10.200.7.4,3128,172.19.1.68,50019,6,26/04/201711:11:17,1325770,240,0,412574,0,7300,0,1719.05833333333,994.799033936954,0,0,0,0,311195.757936897,181.026874948143,5547.15481171548,36433.8833111624,391564,0,1325770,5547.15481171548,36433.8833111624,391564,0,0,0,0,0,0,0,0,0,0,4848,0,181.026874948143,0,0,7300,1711.92531120332,998.881254737022,997763.761065007,0,0,0,1,1,0,0,0,0,1719.05833333333,1719.05833333333,0,4848,0,0,0,0,0,0,240,412574,0,0,14600,-1,236,20,0,0,0,0,0,0,0,0,BENIGN,7,HTTP
212.124.124.94-10.200.7.194-443-44455-6,10.200.7.194,44455,212.124.124.94,443,6,26/04/201711:11:18,297160,7,6,2277,628,1460,0,325.285714285714,534.358404782693,448,0,104.666666666667,175.940520252347,9775.87831471261,43.7474761071477,24763.3333333333,43461.5265144898,98749,0,200414,33402.3333333333,50251.5778206681,98814,16,199676,39935.2,53535.8540017809,100185,0,0,0,0,0,160,132,23.5563332884641,20.1911428186835,0,1460,207.5,399.194140160476,159355.961538462,0,0,0,1,0,0,0,0,0,223.461538461538,325.285714285714,104.666666666667,160,0,0,0,0,0,0,7,2277,6,628,14600,19,6,20,0,0,0,0,0,0,0,0,BENIGN,91,SSL
212.124.124.94-10.200.7.194-443-44455-6,10.200.7.194,44455,212.124.124.94,443,6,26/04/201711:11:18,1053,2,0,12,0,6,6,6,0,0,0,0,0,11396.0113960114,1899.33523266857,1053,0,1053,1053,1053,1053,0,1053,1053,0,0,0,0,0,0,0,0,0,40,0,1899.33523266857,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,262,-1,1,20,0,0,0,0,0,0,0,0,BENIGN,91,SSL
192.168.180.51-10.200.7.4-57747-3128-6,192.168.180.51,57747,10.200.7.4,3128,6,26/04/201711:11:18,302873,6,42,2502,2199,1970,0,417,768.518054439842,479,0,52.3571428571429,124.747319523199,15521.3571364896,158.482268145394,6444.10638297872,24244.8828883755,98814,0,202948,40589.6,53974.8878303605,100408,1060,302753,7384.21951219512,25864.4693812885,98814,0,0,0,0,0,132,900,19.8102835181743,138.67198462722,0,1970,95.9387755102041,299.255911119791,89554.1003401361,0,0,0,1,0,0,0,0,7,97.9375,417,52.3571428571429,132,0,0,0,0,0,0,6,2502,42,2199,8192,353,5,20,0,0,0,0,0,0,0,0,BENIGN,130,HTTP_CONNECT
192.168.180.51-10.200.7.4-57747-3128-6,192.168.180.51,57747,10.200.7.4,3128,6,26/04/201711:11:18,2259,2,0,12,0,6,6,6,0,0,0,0,0,5312.08499335989,885.347498893316,2259,0,2259,2259,2259,2259,0,2259,2259,0,0,0,0,0,0,0,0,0,40,0,885.347498893316,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,254,-1,1,20,0,0,0,0,0,0,0,0,BENIGN,130,HTTP_CONNECT
212.124.124.94-10.200.7.194-443-44456-6,10.200.7.194,44456,212.124.124.94,443,6,26/04/201711:11:18,301857,6,6,817,628,510,0,136.166666666667,205.455996910936,448,0,104.666666666667,175.940520252347,4787.03492050872,39.7539232152973,27441.5454545455,45369.8931349053,98905,0,202017,40403.4,52860.9060015055,99007,1074,204577,40915.4,55200.4301187953,102265,0,0,0,0,0,140,132,19.8769616076487,19.8769616076487,0,510,111.153846153846,178.465144194343,31849.8076923077,0,0,0,1,0,0,0,0,1,120.416666666667,136.166666666667,104.666666666667,140,0,0,0,0,0,0,6,817,6,628,14600,19,5,20,0,0,0,0,0,0,0,0,BENIGN,91,SSL
212.124.124.94-10.200.7.194-443-44456-6,10.200.7.194,44456,212.124.124.94,443,6,26/04/201711:11:18,874,2,0,12,0,6,6,6,0,0,0,0,0,13729.9771167048,2288.3295194508,874,0,874,874,874,874,0,874,874,0,0,0,0,0,0,0,0,0,40,0,2288.3295194508,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,262,-1,1,20,0,0,0,0,0,0,0,0,BENIGN,91,SSL
192.168.180.51-10.200.7.4-57748-3128-6,192.168.180.51,57748,10.200.7.4,3128,6,26/04/201711:11:18,305658,6,40,1042,2461,510,0,173.666666666667,197.318693150615,479,0,61.525,128.02483483033,11460.5212361528,150.494997677142,6792.4,24915.3737939231,100180,0,204045,40809,54498.2899731726,100847,825,305595,7835.76923076923,26654.6623861385,100180,0,0,0,0,0,132,836,19.6297823057142,130.865215371428,0,510,74.531914893617,140.278116776115,19677.9500462535,0,0,0,1,0,0,0,0,6,76.1521739130435,173.666666666667,61.525,132,0,0,0,0,0,0,6,1042,40,2461,8192,353,5,20,0,0,0,0,0,0,0,0,BENIGN,130,HTTP_CONNECT
192.168.180.51-10.200.7.4-57748-3128-6,10.200.7.4,3128,192.168.180.51,57748,6,26/04/201711:11:18,10,2,0,12,0,6,6,6,0,0,0,0,0,1200000,2e+05,10,0,10,10,10,10,0,10,10,0,0,0,0,0,0,0,0,0,40,0,2e+05,0,6,6,6,0,0,0,0,0,0,1,1,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,353,-1,1,20,0,0,0,0,0,0,0,0,BENIGN,7,HTTP
192.168.180.51-10.200.7.4-57748-3128-6,10.200.7.4,3128,192.168.180.51,57748,6,26/04/201711:11:18,37,3,0,964,0,479,6,321.333333333333,273.086677326693,0,0,0,0,26054054.0540541,81081.0810810811,18.5,24.7487373415292,36,1,37,18.5,24.7487373415292,36,1,0,0,0,0,0,1,0,0,0,60,0,81081.0810810811,0,6,479,360.75,236.5,55932.25,0,1,0,0,1,0,0,0,0,481,321.333333333333,0,60,0,0,0,0,0,0,3,964,0,0,353,-1,2,20,0,0,0,0,0,0,0,0,BENIGN,7,HTTP
192.168.180.51-10.200.7.4-57748-3128-6,10.200.7.4,3128,192.168.180.51,57748,6,26/04/201711:11:18,2071,1,2,6,12,6,6,6,0,6,6,6,0,8691.45340415258,1448.57556735876,1035.5,43.1335136523794,1066,1005,0,0,0,0,0,1005,1005,0,1005,1005,0,0,0,0,20,40,482.858522452921,965.717044905843,6,6,6,0,0,0,0,0,0,1,1,0,0,2,8,6,6,20,0,0,0,0,0,0,1,6,2,12,353,254,0,20,0,0,0,0,0,0,0,0,BENIGN,7,HTTP
10.200.7.199-104.91.156.236-60947-80-6,10.200.7.199,60947,104.91.156.236,80,6,26/04/201711:11:18,15006,3,3,164,0,164,0,54.6666666666667,94.6854441470986,0,0,0,0,10928.9617486339,399.84006397441,3001.2,6357.36810323266,14373,55,396,198,31.1126983722081,220,176,14841,7420.5,9832.31979239894,14373,468,0,0,0,0,104,104,199.920031987205,199.920031987205,0,164,23.4285714285714,61.9861735735133,3842.28571428571,0,0,0,1,0,0,0,0,1,27.3333333333333,54.6666666666667,0,104,0,0,0,0,0,0,3,164,3,0,5840,804,1,32,0,0,0,0,0,0,0,0,BENIGN,7,HTTP
212.124.124.94-10.200.7.194-443-44458-6,10.200.7.194,44458,212.124.124.94,443,6,26/04/201711:11:18,299818,6,6,817,628,510,0,136.166666666667,205.455996910936,448,0,104.666666666667,175.940520252347,4819.59055160131,40.0242813973811,27256.1818181818,45254.8760529033,98202,0,200402,40080.4,52919.8892600882,98407,1094,202229,40445.8,54439.0300078905,100081,0,0,0,0,0,140,132,20.0121406986905,20.0121406986905,0,510,111.153846153846,178.465144194343,31849.8076923077,0,0,0,1,0,0,0,0,1,120.416666666667,136.166666666667,104.666666666667,140,0,0,0,0,0,0,6,817,6,628,14600,19,5,20,0,0,0,0,0,0,0,0,BENIGN,91,SSL
