Flow.ID,Source.IP,Source.Port,Destination.IP,Destination.Port,Protocol,Timestamp,Flow.Duration,Total.Fwd.Packets,Total.Backward.Packets,Total.Length.of.Fwd.Packets,Total.Length.of.Bwd.Packets,Fwd.Packet.Length.Max,Fwd.Packet.Length.Min,Fwd.Packet.Length.Mean,Fwd.Packet.Length.Std,Bwd.Packet.Length.Max,Bwd.Packet.Length.Min,Bwd.Packet.Length.Mean,Bwd.Packet.Length.Std,Flow.Bytes.s,Flow.Packets.s,Flow.IAT.Mean,Flow.IAT.Std,Flow.IAT.Max,Flow.IAT.Min,Fwd.IAT.Total,Fwd.IAT.Mean,Fwd.IAT.Std,Fwd.IAT.Max,Fwd.IAT.Min,Bwd.IAT.Total,Bwd.IAT.Mean,Bwd.IAT.Std,Bwd.IAT.Max,Bwd.IAT.Min,Fwd.PSH.Flags,Bwd.PSH.Flags,Fwd.URG.Flags,Bwd.URG.Flags,Fwd.Header.Length,Bwd.Header.Length,Fwd.Packets.s,Bwd.Packets.s,Min.Packet.Length,Max.Packet.Length,Packet.Length.Mean,Packet.Length.Std,Packet.Length.Variance,FIN.Flag.Count,SYN.Flag.Count,RST.Flag.Count,PSH.Flag.Count,ACK.Flag.Count,URG.Flag.Count,CWE.Flag.Count,ECE.Flag.Count,Down.Up.Ratio,Average.Packet.Size,Avg.Fwd.Segment.Size,Avg.Bwd.Segment.Size,Fwd.Header.Length.1,Fwd.Avg.Bytes.Bulk,Fwd.Avg.Packets.Bulk,Fwd.Avg.Bulk.Rate,Bwd.Avg.Bytes.Bulk,Bwd.Avg.Packets.Bulk,Bwd.Avg.Bulk.Rate,Subflow.Fwd.Packets,Subflow.Fwd.Bytes,Subflow.Bwd.Packets,Subflow.Bwd.Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active.Mean,Active.Std,Active.Max,Active.Min,Idle.Mean,Idle.Std,Idle.Max,Idle.Min,Label,L7Protocol,ProtocolName
192.168.180.51-10.200.7.4-57752-3128-6,192.168.180.51,57752,10.200.7.4,3128,6,26/04/201711:11:19,1551,2,0,12,0,6,6,6,0,0,0,0,0,7736.94390715667,1289.49065119278,1551,0,1551,1551,1551,1551,0,1551,1551,0,0,0,0,0,0,0,0,0,40,0,1289.49065119278,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,254,-1,1,20,0,0,0,0,0,0,0,0,BENIGN,130,HTTP_CONNECT
10.200.7.217-104.91.140.19-56550-443-6,10.200.7.217,56550,104.91.140.19,443,6,26/04/201711:11:19,1,5,0,154,0,46,0,30.8,18.7803088366512,0,0,0,0,1.54e+08,5e+06,0.25,0.5,1,0,1,0.25,0.5,1,0,0,0,0,0,0,1,0,0,0,160,0,5e+06,0,0,46,33.3333333333333,17.9071680247511,320.666666666667,0,1,0,0,1,0,0,0,0,40,30.8,0,160,0,0,0,0,0,0,5,154,0,0,1833,-1,3,32,0,0,0,0,0,0,0,0,BENIGN,91,SSL
192.168.180.51-10.200.7.4-57754-3128-6,192.168.180.51,57754,10.200.7.4,3128,6,26/04/201711:11:19,2222,2,0,12,0,6,6,6,0,0,0,0,0,5400.5400540054,900.0900090009,2222,0,2222,2222,2222,2222,0,2222,2222,0,0,0,0,0,0,0,0,0,40,0,900.0900090009,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,254,-1,1,20,0,0,0,0,0,0,0,0,BENIGN,130,HTTP_CONNECT
192.168.180.29-10.200.7.7-56077-3128-6,192.168.180.29,56077,10.200.7.7,3128,6,26/04/201711:11:18,1260830,133,206,6584,369426,1260,0,49.5037593984962,190.4662788917,7300,0,1793.33009708738,1290.66953990403,298224.185655481,268.870505936566,3730.26627218935,18878.9444095243,226751,0,1260830,9551.74242424243,32461.4821426099,226751,0,1240611,6051.76097560976,26650.2753649174,275419,0,0,0,0,0,2684,4168,105.486068700776,163.384437235789,0,7300,1105.91176470588,1322.90703329457,1750083.01874024,0,0,0,1,0,0,0,0,1,1109.17404129793,49.5037593984962,1793.33009708738,2684,0,0,0,0,0,0,133,6584,206,369426,8192,703,131,20,0,0,0,0,0,0,0,0,BENIGN,130,HTTP_CONNECT
169.45.141.182-10.200.7.217-443-48446-6,10.200.7.217,48446,169.45.141.182,443,6,26/04/201711:11:18,1235297,91,116,2501,214273,865,0,27.4835164835165,105.817910964214,8760,2,1847.18103448276,1362.70388246653,175483.30482467,167.571037572341,5996.58737864078,33195.1041778039,405139,0,1235297,13725.5222222222,49464.115100538,405401,0,1089958,9477.89565217392,45195.2700248665,405376,0,0,0,0,0,1860,2328,73.6664947781788,93.904542794162,0,8760,1042.18269230769,1362.91466421094,1857536.38192122,0,0,0,1,0,0,0,0,1,1047.21739130435,27.4835164835165,1847.18103448276,1860,0,0,0,0,0,0,91,2501,116,214273,14600,20160,89,20,0,0,0,0,0,0,0,0,BENIGN,91,SSL
192.168.180.29-10.200.7.7-56077-3128-6,192.168.180.29,56077,10.200.7.7,3128,6,26/04/201711:11:19,541,1,1,6,6,6,6,6,0,6,6,6,0,22181.146025878,3696.85767097967,541,0,541,541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,1848.42883548983,1848.42883548983,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,64,703,0,20,0,0,0,0,0,0,0,0,BENIGN,130,HTTP_CONNECT
192.168.180.29-10.200.7.7-56077-3128-6,10.200.7.7,3128,192.168.180.29,56077,6,26/04/201711:11:19,496,2,0,12,0,6,6,6,0,0,0,0,0,24193.5483870968,4032.25806451613,496,0,496,496,496,496,0,496,496,0,0,0,0,0,0,0,0,0,40,0,4032.25806451613,0,6,6,6,0,0,0,0,0,0,1,1,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,703,-1,1,20,0,0,0,0,0,0,0,0,BENIGN,7,HTTP
212.124.124.94-10.200.7.194-443-44464-6,10.200.7.194,44464,212.124.124.94,443,6,26/04/201711:11:18,310974,6,7,1293,919,986,0,215.5,388.78361590993,733,0,131.285714285714,269.714487489836,7113.13486014908,41.8041379665181,25914.5,45448.7106777819,101925,0,206772,41354.4,54914.9311781413,102023,986,209049,34841.5,52739.9343979493,103584,0,0,0,0,0,140,152,19.2942175230084,22.5099204435097,0,986,158,309.097445426569,95541.2307692308,0,0,0,1,0,0,0,0,1,170.153846153846,215.5,131.285714285714,140,0,0,0,0,0,0,6,1293,7,919,14600,24,5,20,0,0,0,0,0,0,0,0,BENIGN,91,SSL
212.124.124.94-10.200.7.194-443-44464-6,10.200.7.194,44464,212.124.124.94,443,6,26/04/201711:11:19,97,2,0,12,0,6,6,6,0,0,0,0,0,123711.340206186,20618.5567010309,97,0,97,97,97,97,0,97,97,0,0,0,0,0,0,0,0,0,40,0,20618.5567010309,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,268,-1,1,20,0,0,0,0,0,0,0,0,BENIGN,91,SSL
192.168.180.51-10.200.7.4-57755-3128-6,192.168.180.51,57755,10.200.7.4,3128,6,26/04/201711:11:18,312673,5,48,532,3319,244,0,106.4,121.376686394052,764,0,69.1458333333333,185.80692216033,12316.3816511179,169.506161389055,6012.94230769231,24090.9579640175,104275,0,206317,51579.25,58942.2260261408,103486,436,312609,6651.25531914894,25281.406347154,104275,0,0,0,0,0,112,1020,15.9911473008542,153.515014088201,0,764,71.3148148148148,178.728931897259,31944.0310971349,0,0,0,1,0,0,0,0,9,72.6603773584906,106.4,69.1458333333333,112,0,0,0,0,0,0,5,532,48,3319,8192,399,4,20,0,0,0,0,0,0,0,0,BENIGN,130,HTTP_CONNECT
192.168.180.51-10.200.7.4-57755-3128-6,10.200.7.4,3128,192.168.180.51,57755,6,26/04/201711:11:19,1,2,0,12,0,6,6,6,0,0,0,0,0,1.2e+07,2e+06,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,40,0,2e+06,0,6,6,6,0,0,0,0,0,0,1,1,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,399,-1,1,20,0,0,0,0,0,0,0,0,BENIGN,7,HTTP
192.168.180.51-10.200.7.4-57755-3128-6,10.200.7.4,3128,192.168.180.51,57755,6,26/04/201711:11:19,340,3,0,1534,0,764,6,511.333333333333,437.631504045736,0,0,0,0,4511764.70588235,8823.5294117647,170,239.002092041053,339,1,340,170,239.002092041053,339,1,0,0,0,0,0,1,0,0,0,60,0,8823.5294117647,0,6,764,574.5,379,143641,0,1,0,0,1,0,0,0,0,766,511.333333333333,0,60,0,0,0,0,0,0,3,1534,0,0,399,-1,2,20,0,0,0,0,0,0,0,0,BENIGN,7,HTTP
192.168.180.51-10.200.7.4-57755-3128-6,10.200.7.4,3128,192.168.180.51,57755,6,26/04/201711:11:19,1267,1,2,6,12,6,6,6,0,6,6,6,0,14206.7876874507,2367.79794790845,633.5,13.4350288425444,643,624,0,0,0,0,0,624,624,0,624,624,0,0,0,0,20,40,789.265982636148,1578.5319652723,6,6,6,0,0,0,0,0,0,1,1,0,0,2,8,6,6,20,0,0,0,0,0,0,1,6,2,12,399,252,0,20,0,0,0,0,0,0,0,0,BENIGN,7,HTTP
10.200.7.217-104.91.140.19-56550-443-6,10.200.7.217,56550,104.91.140.19,443,6,26/04/201711:11:19,10598,3,5,12,62,6,0,4,3.46410161513775,31,0,12.4,16.9793992826602,6982.44951877713,754.859407435365,1514,3715.25144954327,9934,0,10497,5248.5,7421.08566855282,10496,1,664,166,192.324378763241,358,0,0,0,0,0,72,160,283.072277788262,471.787129647103,0,31,8.22222222222222,13.1603360308331,173.194444444444,0,0,0,0,1,1,0,0,1,9.25,4,12.4,72,0,0,0,0,0,0,3,12,5,62,1833,1073,2,20,0,0,0,0,0,0,0,0,BENIGN,91,SSL
192.168.130.245-10.200.7.7-1759-3128-6,192.168.130.245,1759,10.200.7.7,3128,6,26/04/201711:11:19,139136,19,27,1254,27305,223,0,66,94.2137050657823,6357,0,1011.2962962963,1604.76326590595,205259.602115915,330.611775528979,3091.91111111111,12519.866757609,80655,0,139136,7729.77777777778,22921.6595733112,96725,0,58301,2242.34615384615,6267.40178346535,23873,0,0,0,0,0,404,588,136.557037718491,194.054737810488,0,6357,607.63829787234,1297.65116277084,1683898.54024052,0,0,0,1,0,0,0,0,1,620.847826086957,66,1011.2962962963,404,0,0,0,0,0,0,19,1254,27,27305,65535,557,17,20,0,0,0,0,0,0,0,0,BENIGN,126,GOOGLE
179.1.4.245-10.200.7.217-443-37361-6,10.200.7.217,37361,179.1.4.245,443,6,26/04/201711:11:19,138632,31,26,746,22768,223,0,24.0645161290323,64.9373726415798,1448,0,875.692307692308,591.338060282324,169614.519014369,411.160482428299,2475.57142857143,11274.0645890664,82004,0,138632,4621.06666666667,15386.8127728177,82004,0,45377,1815.08,4447.57610877356,14693,0,0,0,0,0,1248,848,223.613595706619,187.54688672168,0,1448,405.413793103448,581.759853827772,338444.527525711,0,0,0,1,0,0,0,0,0,412.526315789474,24.0645161290323,875.692307692308,1248,0,0,0,0,0,0,31,746,26,22768,14600,243,4,32,0,0,0,0,0,0,0,0,BENIGN,91,SSL
192.168.130.245-10.200.7.7-1759-3128-6,192.168.130.245,1759,10.200.7.7,3128,6,26/04/201711:11:19,923,1,1,6,6,6,6,6,0,6,6,6,0,13001.0834236186,2166.84723726977,923,0,923,923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,1083.42361863489,1083.42361863489,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,64911,557,0,20,0,0,0,0,0,0,0,0,BENIGN,126,GOOGLE
192.168.130.245-10.200.7.7-1759-3128-6,10.200.7.7,3128,192.168.130.245,1759,6,26/04/201711:11:19,166,2,0,12,0,6,6,6,0,0,0,0,0,72289.156626506,12048.1927710843,166,0,166,166,166,166,0,166,166,0,0,0,0,0,0,0,0,0,40,0,12048.1927710843,0,6,6,6,0,0,0,0,0,0,1,1,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,557,-1,1,20,0,0,0,0,0,0,0,0,BENIGN,7,HTTP
172.19.1.46-10.200.7.7-52423-3128-6,172.19.1.46,52423,10.200.7.7,3128,6,26/04/201711:11:18,1090803,129,455,783,816316,327,0,6.06976744186047,28.6291443633362,5840,0,1794.1010989011,771.939309872572,749080.264722411,535.385399563441,1871.01715265866,13031.0563756094,198314,0,1090803,8521.8984375,32812.3335438963,254987,0,1085377,2390.69823788546,14765.4509752516,198314,0,0,0,0,0,3244,9136,118.261500930966,417.123898632475,0,5840,1396.75042735043,1008.45222138301,1016975.88281232,0,0,0,1,0,0,0,0,3,1399.14212328767,6.06976744186047,1794.1010989011,3244,0,0,0,0,0,0,129,783,455,816316,8192,490,77,20,0,0,0,0,0,0,0,0,BENIGN,131,HTTP_PROXY
10.200.7.217-74.121.133.2-33382-443-6,10.200.7.217,33382,74.121.133.2,443,6,26/04/201711:11:19,95185,1,1,6,6,6,6,6,0,6,6,6,0,126.070284183432,21.011714030572,95185,0,95185,95185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,10.505857015286,10.505857015286,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,14600,35141,0,20,0,0,0,0,0,0,0,0,BENIGN,91,SSL
179.1.4.245-10.200.7.217-443-37361-6,10.200.7.217,37361,179.1.4.245,443,6,26/04/201711:11:19,9632,1,1,0,0,0,0,0,0,0,0,0,0,0,207.641196013289,9632,0,9632,9632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,103.820598006645,103.820598006645,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,819,243,0,32,0,0,0,0,0,0,0,0,BENIGN,91,SSL
192.168.180.29-10.200.7.7-56067-3128-6,192.168.180.29,56067,10.200.7.7,3128,6,26/04/201711:11:18,1329432,17,30,1628,18177,318,0,95.7647058823529,129.266454180776,4449,0,605.9,1197.53595727457,14897.3396157156,35.3534441776638,28900.6956521739,137585.686012409,924259,0,1329432,83089.5,230480.941825855,924259,0,354046,12208.4827586207,32307.9211943678,109109,0,0,0,0,0,364,648,12.787415979155,22.5660281985088,0,4449,412.604166666667,976.900869109745,954335.308067376,0,0,0,1,0,0,0,0,1,421.382978723404,95.7647058823529,605.9,364,0,0,0,0,0,0,17,1628,30,18177,8192,557,15,20,0,0,0,0,0,0,0,0,BENIGN,130,HTTP_CONNECT
184.172.240.219-10.200.7.217-443-43569-6,10.200.7.217,43569,184.172.240.219,443,6,26/04/201711:11:18,1305882,15,15,1132,9028,318,0,75.4666666666667,123.873706806954,2920,2,601.866666666667,927.204081917142,7780.18228293215,22.9729791818863,45030.4137931034,182371.127998751,981061,0,1305882,93277.2857142857,258644.594476498,981061,0,231608,16543.4285714286,41369.6669994859,127535,0,0,0,0,0,340,308,11.4864895909431,11.4864895909431,0,2920,327.741935483871,693.780751522263,481331.731182796,0,0,0,1,0,0,0,0,1,338.666666666667,75.4666666666667,601.866666666667,340,0,0,0,0,0,0,15,1132,15,9028,14600,16616,13,20,0,0,0,0,0,0,0,0,BENIGN,91,SSL
192.168.180.29-10.200.7.7-56067-3128-6,192.168.180.29,56067,10.200.7.7,3128,6,26/04/201711:11:19,591,1,1,6,6,6,6,6,0,6,6,6,0,20304.5685279188,3384.09475465313,591,0,591,591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,1692.04737732657,1692.04737732657,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,64,557,0,20,0,0,0,0,0,0,0,0,BENIGN,130,HTTP_CONNECT
192.168.180.29-10.200.7.7-56067-3128-6,10.200.7.7,3128,192.168.180.29,56067,6,26/04/201711:11:19,62,2,0,12,0,6,6,6,0,0,0,0,0,193548.387096774,32258.064516129,62,0,62,62,62,62,0,62,62,0,0,0,0,0,0,0,0,0,40,0,32258.064516129,0,6,6,6,0,0,0,0,0,0,1,1,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,557,-1,1,20,0,0,0,0,0,0,0,0,BENIGN,7,HTTP
192.168.220.177-10.200.7.6-63590-3128-6,10.200.7.6,3128,192.168.220.177,63590,6,26/04/201711:11:17,1344543,58,10,37820,1110,2137,6,652.068965517242,852.32243841164,650,6,111,208.455164377272,28954.075845845,50.5748049709083,20067.8059701493,93246.8539479432,531808,0,1335116,23423.0877192982,100844.011046106,531808,0,812078,90230.8888888889,175597.270197635,493491,103,0,0,0,0,1160,200,43.1373336516571,7.43747131925122,6,2137,564.289855072464,809.976744427403,656062.326513214,0,0,0,0,1,0,0,0,0,572.588235294118,652.068965517241,111,1160,0,0,0,0,0,0,58,37820,10,1110,304,1024,57,20,0,0,0,0,0,0,0,0,BENIGN,131,HTTP_PROXY
216.58.222.66-10.200.7.196-443-32886-6,10.200.7.196,32886,216.58.222.66,443,6,26/04/201711:11:17,1344611,13,17,1104,7528,674,0,84.9230769230769,194.107556755897,1418,0,442.823529411765,594.517476119722,6419.70056767348,22.3112855688374,46365.8965517241,99426.0526760412,374955,0,1344611,112050.916666667,207066.703216602,531773,0,1176505,73531.5625,124357.82791497,374955,0,1,0,0,0,440,544,9.6682237464962,12.6430618223412,0,1418,300.193548387097,489.739891463134,239845.161290323,0,1,0,0,1,0,0,0,1,310.2,84.9230769230769,442.823529411765,440,0,0,0,0,0,0,13,1104,17,7528,245,387,4,32,0,0,0,0,0,0,0,0,BENIGN,126,GOOGLE
192.168.220.177-10.200.7.6-63590-3128-6,10.200.7.6,3128,192.168.220.177,63590,6,26/04/201711:11:19,202,2,0,12,0,6,6,6,0,0,0,0,0,59405.9405940594,9900.9900990099,202,0,202,202,202,202,0,202,202,0,0,0,0,0,0,0,0,0,40,0,9900.9900990099,0,6,6,6,0,0,0,0,0,0,1,1,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,346,-1,1,20,0,0,0,0,0,0,0,0,BENIGN,131,HTTP_PROXY
169.45.141.182-10.200.7.217-443-48446-6,10.200.7.217,48446,169.45.141.182,443,6,26/04/201711:11:19,90158,19,26,114,52151,6,6,6,0,8760,6,2005.80769230769,1611.00694025149,579704.518733779,499.123760509328,2049.04545454545,9303.87510652877,53385,0,36773,2042.94444444444,7607.7158933795,32451,0,57657,2306.28,10733.2992035689,53788,0,0,0,0,0,380,520,210.741143326161,288.382617183167,6,8760,1136.32608695652,1564.12758863418,2446495.11352657,0,0,0,0,1,1,0,0,1,1161.57777777778,6,2005.80769230769,380,0,0,0,0,0,0,19,114,26,52151,65535,20160,18,20,0,0,0,0,0,0,0,0,BENIGN,91,SSL
192.168.180.37-10.200.7.9-1988-3128-6,192.168.180.37,1988,10.200.7.9,3128,6,26/04/201711:11:19,329213,13,68,766,56214,207,0,58.9230769230769,89.1491835244548,4344,0,826.676470588235,1210.82764886626,173079.434894734,246.041316715926,4115.1625,17260.6233026517,94174,0,329213,27434.4166666667,46582.3467917707,127461,67,329088,4911.76119402985,18811.4613137919,94174,0,0,0,0,0,428,2216,39.4881125593461,206.553204156579,0,4344,694.878048780488,1139.88350487994,1299334.40469738,0,0,0,1,0,0,0,0,5,703.456790123457,58.9230769230769,826.676470588235,428,0,0,0,0,0,0,13,766,68,56214,65535,215,5,32,0,0,0,0,0,0,0,0,BENIGN,130,HTTP_CONNECT
